 Steps         KinEng         PotEng         TotEng          dE_dN        ElecNum       RxnCoord      MeanForce
   270       0.141034  -11412.961066  -11412.820032        -2.9252         0.0589          -1.20       0.015154
   271       0.138405  -11412.954966  -11412.816561        -2.8425         0.0589          -1.20       0.008947
   272       0.152012  -11412.954966  -11412.806247        -2.8569         0.0589          -1.20       0.008947
   273       0.148216  -11412.954966  -11412.805900        -2.7855         0.0589          -1.20       0.008947
   274       0.148216  -11412.954966  -11412.805900        -2.3772         0.0589          -1.20      -0.002659
   275       0.181595  -11412.954966  -11412.771569        -2.7965         0.0589          -1.20       0.008947
   276       0.146937  -11412.954966  -11412.789062        -2.6088         0.0589          -1.20       0.008947
   277       0.178875  -11412.954966  -11412.777693        -2.6803         0.0589          -1.20       0.008947
   278       0.137792  -11412.954966  -11412.819236        -2.9740         0.0589          -1.20       0.008947
   279       0.137792  -11412.951811  -11412.814019        -3.5185         0.0301          -1.20       0.008593
   280       0.139668  -11412.951811  -11412.802074        -3.2891         0.0301          -1.20       0.008593
   281       0.139668  -11412.951811  -11412.802074        -3.5000         0.0301          -1.20       0.022698
   282       0.159553  -11412.951811  -11412.802368        -3.6216         0.0301          -1.20       0.008593
   283       0.159553  -11412.948447  -11412.788894        -4.1738         0.0047          -1.20       0.008338
   284       0.159553  -11412.948447  -11412.788894        -4.6347         0.0047          -1.20       0.022698
   285       0.159553  -11412.948447  -11412.788894        -6.4853         0.0047          -1.20       0.008338
   286       0.159553  -11412.942077  -11412.782524        -5.3743        -0.0342          -1.20       0.008033
   287       0.159553  -11412.952346  -11412.792793        -3.4105         0.0346          -1.20       0.008644
   288       0.159553  -11412.945314  -11412.785761        -4.7699        -0.0157          -1.20       0.008169
   289       0.159553  -11412.945314  -11412.785761        -2.8684        -0.0157          -1.20       0.008169
   290       0.167022  -11412.935711  -11412.768689        -4.6381        -0.0157          -1.20       0.012581
   291       0.163647  -11412.948215  -11412.784568        -4.7914        -0.0157          -1.20       0.011604
   292       0.148604  -11412.938711  -11412.790107        -4.6108        -0.0157          -1.20       0.013914
   293       0.141652  -11412.934353  -11412.792701        -4.7264        -0.0157          -1.20      -0.002885
   294       0.141652  -11412.934482  -11412.792830        -4.7245        -0.0157          -1.20      -0.004222
   295       0.141652  -11412.937419  -11412.795767        -4.1604         0.0035          -1.20      -0.004050
   296       0.161188  -11412.946512  -11412.785323        -4.0530         0.0035          -1.20       0.007395
   297       0.168021  -11412.954589  -11412.786568        -4.1163         0.0035          -1.20      -0.002621
   298       0.168021  -11412.951092  -11412.783071        -4.7865        -0.0193          -1.20      -0.002806
   299       0.143386  -11412.958064  -11412.814678        -4.6512        -0.0193          -1.20       0.010700
   300       0.150802  -11412.956306  -11412.805504        -4.7059        -0.0193          -1.20      -0.008767
   301       0.144485  -11412.960201  -11412.815716        -4.6546        -0.0193          -1.20       0.014885
   302       0.145801  -11412.965885  -11412.820084        -4.7814        -0.0193          -1.20      -0.002886
   303       0.145801  -11412.970924  -11412.825124        -3.8081         0.0149          -1.20      -0.002608
   304       0.145801  -11412.966148  -11412.820347        -4.7307        -0.0177          -1.20      -0.002874
   305       0.160335  -11412.969722  -11412.809387        -4.7495        -0.0177          -1.20       0.009971
   306       0.160335  -11412.973099  -11412.812763        -4.0866         0.0045          -1.20       0.010133
   307       0.150034  -11412.973099  -11412.825952        -3.8670         0.0045          -1.20       0.010133
   308       0.150034  -11412.973099  -11412.825952        -4.0906         0.0045          -1.20      -0.004222
   309       0.148054  -11412.973099  -11412.821515        -4.0155         0.0045          -1.20       0.010133
   310       0.148054  -11412.973099  -11412.821515        -4.0790         0.0045          -1.20      -0.004222
   311       0.149059  -11412.973099  -11412.819455        -3.9292         0.0045          -1.20       0.010133
   312       0.149059  -11412.973111  -11412.824052        -4.0868         0.0045          -1.20       0.010203
   313       0.165107  -11412.976438  -11412.811331        -3.8435         0.0045          -1.20       0.007844
   314       0.165107  -11412.976438  -11412.811331        -4.0594         0.0045          -1.20       0.010203
